CONS_ID|CSQ|CNO|MNO|MCD|MFG|XCHG|ADV|DE|LCC|FDT
6000004617|1|6003008600|3062979|402|ABB(UK)|N|N|N|N|04/12/2000
900013754|1|0904906800|2350440|603|GEC(UK)|N|N|Y|N|26/03/2008
900014861|1|0905413200|3016560|401|VLG|N|N|N|N|28/09/2001
900014862|1|0905413300|2663558|802|VLG|N|N|N|N|08/05/2002
2900051072|1|2913511201|4254806|581|GENUS|N|N|N|N|25/05/2010
800021234|1|0810612400|5703271|569|SECURE|N|N|N|N|29/08/2016
2900050546|1|2913510303|3937241|580|GENUS|N|N|N|N|03/05/2008
2700027047|1|2701910606|4451702|581|GENUS|N|Y|N|N|18/10/2011
4100007062|1|4102617100|3382267|407|SCHLMBGR|N|N|N|N|20/12/2004
2700028607|1|2701905801|4780839|581|GENUS|N|N|N|N|28/05/2013
8800000546|1|8801605800|6047650|571|GENUS|N|N|Y|N|25/10/2017
2400013346|1|2400720304|3282219|606|ISKRA|N|N|Y|N|08/04/2006
2000016866|1|2004518001|3921846|582|GENUS|N|N|N|N|14/04/2011
2000016944|1|2003841000|3066065|402|ABB(UK)|N|N|Y|N|16/12/2000
7000005893|1|7010602302|3916513|582|GENUS|N|N|N|N|04/07/2011
7000005454|1|7006705301|3910071|580|GENUS|N|Y|N|N|05/02/2008
6100054144|1|6902903500|4323585|590|L+G|N|Y|Y|N|15/11/2010
2700031168|1|2706417301|5232934|551|SECURE|N|N|N|N|26/09/2015
5900046738|1|5900800903|5815733|572|SIMCO|N|N|N|N|22/07/2017
2000014432|1|2003845300|3371575|407|SCHLMBGR|N|Y|Y|N|02/08/2004
2000014520|1|2004418501|3375819|407|SCHLMBGR|N|N|N|N|30/08/2004
5900045518|1|5905905601|4804364|581|GENUS|N|N|N|N|26/06/2013
5900045873|1|5902819418|4904168|590|L+G|N|Y|N|N|13/08/2013
7600052018|1|7615312700|6478568|574|L&T|N|N|N|N|05/01/2022
2000014886|1|2004510901|3469254|421|L+G|N|N|N|N|30/03/2005
2000015407|1|2000317401|4707447|550|SECURE|N|N|N|N|17/10/2012
7600049760|1|7612634400|4412990|550|SECURE|N|N|Y|N|12/04/2011
7600049770|1|7612809000|4412982|550|SECURE|N|N|Y|N|13/04/2011
400001194|1|0400540500|3265733|413|ALSTOM|N|N|N|N|16/09/2003
4800044665|1|4820201300|5976672|568|L+G|N|N|N|N|13/05/2017
4600017868|1|4613816100|3838641|582|GENUS|N|N|N|N|13/05/2011
4600017883|1|4613817500|3034150|401|VLG|N|N|Y|N|22/10/2001
4600017885|1|4613817700|2986885|401|VLG|N|N|Y|N|20/03/2001
4600018457|1|4614715000|2145790|602|GEC(UK)|N|N|Y|N|02/04/1997
4800042605|1|4822710500|1959035|802|VLG|N|N|N|N|10/04/1995
4800042606|1|4822710700|3003639|401|VLG|N|N|Y|N|23/07/2001
4600017326|1|4613905200|6463100|576|GENUS|N|N|Y|N|02/02/2022
5900048389|1|5902711205|5122693|571|GENUS|N|N|Y|N|09/01/2015
6100002617|1|6101612800|4566045|550|SECURE|N|N|N|N|12/01/2012
4800045115|1|4824011900|3587109|421|L+G|N|N|N|N|25/10/2005
200097050|1|0221622300|4401591|590|L+G|N|Y|N|N|08/10/2013
200095007|1|0223106105|6258897|576|GENUS|N|N|N|N|10/08/2019
4600017534|1|4613704500|3151677|401|VLG|N|N|N|N|30/05/2002
6100086291|1|6106220300|4705575|550|SECURE|N|N|N|N|16/08/2012
1200048435|1|1224205200|5912871|568|L+G|N|N|N|N|03/02/2017
1300082251|1|1347808001|6061102|573|L+G|N|N|N|N|18/05/2018
4600199222|1|4628200262|6444576|573|L+G|N|N|Y|N|19/08/2021
1000108437|1|1001117306|6484504|562|L&T|N|N|Y|N|30/09/2021
4800122110|1|4842508601|5116073|569|SECURE|N|N|Y|N|10/03/2015
4600201531|1|4622421300|2945532|404|SCHLMBGR|N|N|Y|N|20/07/2001
4300019793|1|4303125300|4083245|587|SECURE|N|N|N|N|24/08/2011
5100110446|1|5107708117|6588579|578|L&T|N|N|N|N|01/12/2022
1200051218|1|1225612501|2249687|802|VLG|N|N|N|N|12/11/1996
6100084234|1|6101613000|4565744|550|SECURE|N|N|Y|N|11/01/2012
1000116557|1|1015017814|5365843|568|L+G|N|N|Y|N|14/09/2015
1000116593|1|1020806108|6792327|577|L&T|N|N|N|N|29/02/2024
1200136771|1|1201207524|6344909|576|GENUS|N|N|N|N|01/04/2021
1200138851|1|1202007636|6614916|150|GENUS|N|N|N|N|10/11/2023
5000060033|1|5036606600|7214883|599|SECURE|N|N|Y|N|22/04/2022
5000060033|1|5036606600|7214883|599|SECURE|N|N|Y|N|22/04/2022
1200133656|1|1202130307|6292893|576|GENUS|N|N|Y|N|07/02/2020
5000168730|1|5037306802|6700347|576|GENUS|N|N|N|N|22/11/2023
1200144246|1|1202801710|6637281|150|GENUS|N|N|N|N|11/12/2023
1200140403|1|1202305536|6615759|150|GENUS|N|N|N|N|17/10/2023
1200140428|1|1202606411|6459010|574|L&T|N|N|N|N|20/09/2021
1200134538|1|1204907809|6296928|576|GENUS|N|N|N|N|09/06/2020
1200143616|1|1202411817|6467152|576|GENUS|N|N|Y|N|09/02/2022
1200140492|1|1203006932|6614714|150|GENUS|N|N|N|N|03/11/2023
3300002558|1|3301000200|2132258|602|GEC(UK)|N|N|N|N|12/10/1996
5900029402|1|5900801707|3421720|421|L+G|N|N|N|N|14/07/2004
5900029405|1|5900804702|3371025|407|SCHLMBGR|N|N|Y|N|23/07/2004
3300001738|1|3300710100|6710614|576|GENUS|N|N|Y|N|01/12/2023
6100074144|1|7013706500|3046491|401|VLG|N|N|Y|N|03/01/2002
2000007260|1|2003112000|6545072|573|L+G|N|N|N|N|11/08/2022
3300005004|1|3301802300|3125434|406|SCHLMBGR|N|N|Y|N|21/06/2002
6100034850|1|6803903000|5028225|568|L+G|N|N|N|N|30/08/2014
6100073097|1|7012604200|2976436|401|VLG|N|N|N|N|09/12/2000
6100035004|1|6803918300|3121181|406|SCHLMBGR|N|N|N|N|30/04/2002
3300007441|1|3302514000|7119502|599|SECURE|N|N|Y|N|20/11/2019
3600001117|1|3600415600|6420748|576|GENUS|N|N|N|N|14/07/2021
1500011069|1|1506017800|2743535|401|VLG|N|N|N|N|04/06/1999
6000019706|1|6005815100|3564563|421|L+G|N|N|N|N|15/09/2005
7500017161|1|7513810700|5901384|568|L+G|N|N|N|N|04/11/2020
4600139365|1|4660600110|4712963|550|SECURE|N|N|N|N|25/01/2013
7600056372|1|7612634800|4701257|566|GENUS|N|N|N|N|23/02/2013
3600000121|1|3600110100|3680606|407|SCHLMBGR|N|N|Y|N|08/03/2007
3600000191|1|3600116700|5496800|569|SECURE|N|N|N|N|11/03/2016
6600009419|1|6606307500|4617425|585|SECURE|N|N|Y|N|30/03/2012
3600001783|1|3600662500|2711053|802|VLG|N|N|N|N|05/03/1999
3600001819|1|3600701200|5707001|569|SECURE|N|N|Y|N|12/09/2016
3600001823|1|3600701600|5494920|569|SECURE|N|N|Y|N|10/03/2016
3600001824|1|3600701700|6791425|577|L&T|N|N|Y|N|29/02/2024
1500011221|1|1506112801|2601674|802|VLG|N|N|N|N|08/09/1998
4600141811|1|4652010235|4880132|585|SECURE|N|N|N|N|10/07/2013
4800060865|1|4836203700|3072395|402|ABB(UK)|N|N|N|N|20/01/2001
4800060865|1|4836203700|3072395|402|ABB(UK)|N|N|Y|N|20/01/2001
5900020302|1|5909907002|3166857|401|VLG|N|N|N|N|18/09/2008
6600011173|1|6603408900|7289904|599|SECURE|N|N|Y|N|20/06/2023
6600011026|1|6608601100|2251448|802|VLG|N|N|N|N|23/12/1996
1100017388|1|1132009000|2310244|601|GEC(UK)|N|N|Y|N|05/08/1997
5900018606|1|5909113301|2743869|401|VLG|N|N|N|N|02/08/1999
5000196424|1|5003511724|6543950|573|L+G|N|N|N|N|08/08/2022
2900077930|1|2909105106|5291439|569|SECURE|N|N|N|N|26/06/2015
2300006120|1|2300617405|3773329|550|SECURE|N|Y|N|N|19/02/2007
1200093994|1|1223304301|4460793|590|L+G|N|N|N|N|29/06/2011
5600039465|1|5601000424|4317650|565|GENUS|N|N|Y|N|05/05/2011
1200091983|1|1226109104|4400009|590|L+G|N|N|Y|N|05/02/2011
4800023690|1|4814416900|4065607|581|GENUS|N|N|Y|N|18/05/2009
3200022098|1|3207808700|5709341|569|SECURE|N|N|Y|N|14/09/2016
2900080591|1|2919210801|5847015|569|SECURE|N|N|Y|N|24/02/2017
6100103826|1|6106217203|4875050|581|GENUS|N|N|N|N|02/01/2014
2500013532|1|2505421900|3379509|407|SCHLMBGR|N|N|Y|N|30/11/2004
6500026929|1|6501907500|5397824|568|L+G|N|N|N|N|10/03/2016
500115676|1|0503119400|5721366|569|SECURE|N|N|N|N|19/10/2016
2900079932|1|2908927504|6152290|551|SECURE|N|N|N|N|08/02/2018
4700033028|1|4712615900|6015353|568|L+G|N|N|Y|N|21/08/2017
500093359|1|0527717603|4299812|585|SECURE|N|N|N|N|24/09/2010
4800086001|1|4815610711|6343837|576|GENUS|N|N|N|N|03/04/2021
4800086336|1|4811200200|7241475|599|SECURE|N|N|N|N|03/09/2022
4800086401|1|4823102008|4348675|585|SECURE|N|N|N|N|11/12/2010
2800008855|1|2804907200|5562444|569|SECURE|N|N|N|N|13/07/2016
6500017579|1|6500311401|6299672|576|GENUS|N|Y|N|N|15/09/2020
2700021542|1|2704504101|3500378|407|SCHLMBGR|N|N|Y|N|05/05/2005
6500017660|1|6501210201|4343201|585|SECURE|N|N|N|N|23/11/2010
6500017984|1|6505609601|4411277|585|SECURE|N|N|N|N|27/04/2011
100001791|6|2600310703|2417164|804|ABB(UK)|N|N|N|N|19/08/1999
800017523|1|0808601200|3014357|401|VLG|N|N|N|N|06/08/2001
4600001943|1|4608006300|5563212|569|SECURE|N|N|N|N|21/07/2016
1300078544|4|8610259100|6672169|141|IIPL|N|N|N|N|29/04/2024
8600000585|1|8630185600|6568007|142|L&T|N|N|N|N|15/03/2024
400010513|1|0417312900|3053758|402|ABB(UK)|N|N|Y|N|09/11/2000
5200000650|1|5201709000|6348306|576|GENUS|N|N|N|N|24/04/2021
8600003050|1|8610236500|6532427|142|L&T|N|N|Y|N|20/09/2023
8600003051|1|8610236600|6532426|142|L&T|N|N|N|N|21/09/2023
8600000377|1|8620150000|6528018|141|IIPL|N|N|N|N|23/03/2024
3500006843|1|3502302900|2555533|802|VLG|N|N|Y|N|08/06/1998
900010769|1|0903808300|2410527|804|ABB(UK)|N|N|Y|N|11/06/1999
900009620|1|0903347500|2316022|601|GEC(UK)|N|N|Y|N|08/01/1998
200049003|1|0225410600|2576492|802|VLG|N|N|N|N|11/07/1998
900008463|1|0902915500|5331552|569|SECURE|N|N|N|N|02/02/2016
900009941|1|0903502808|5049400|568|L+G|N|N|N|N|19/09/2015
900010604|1|0903733600|2591587|802|VLG|N|N|N|N|20/08/1998
200052640|1|0227807400|4962751|550|SECURE|N|N|N|N|25/01/2014
200049770|1|0225905600|5470210|571|GENUS|N|N|N|N|17/03/2016
200053869|1|0228701800|3639227|550|SECURE|N|N|N|N|02/06/2006
1300006181|1|1304008600|2490732|802|VLG|N|N|N|N|13/12/2000
6400051447|1|6402806220|4800505|581|GENUS|N|N|N|N|13/06/2013
3200039000|1|3205403102|4532681|585|SECURE|N|N|N|N|16/09/2011
300021870|1|0300812200|5220692|571|GENUS|N|N|N|N|27/06/2015
500056737|1|0531002000|6204279|573|L+G|N|N|N|N|19/09/2018
2600063967|1|2604007641|7124489|599|SECURE|N|N|Y|N|25/02/2020
900041800|1|0917407300|5418495|569|SECURE|N|N|Y|N|13/04/2016
2900001764|1|2901323700|5636710|568|L+G|N|N|N|N|16/12/2016
5100091114|1|5111606005|6184219|574|L&T|N|N|N|N|20/11/2018
400088391|1|0411517203|6233644|576|GENUS|N|N|N|N|29/05/2019
1100126737|1|1125310602|5540302|568|L+G|N|N|N|N|06/05/2016
1100136781|1|1136310301|4834641|566|GENUS|N|Y|N|N|24/05/2014
1000092959|1|1018510801|6793940|577|L&T|N|N|N|N|09/03/2024
1000092959|1|1018510801|6793940|577|L&T|N|N|N|N|09/03/2024
1100135093|1|1123200601|6451332|576|GENUS|N|N|Y|N|12/11/2021
1100138952|1|1132819105|6538770|576|GENUS|N|N|N|N|05/07/2022
3500002096|1|3500723000|2424066|804|ABB(UK)|N|N|Y|N|30/05/2001
4600030131|1|4619107300|5849713|569|SECURE|N|N|N|N|14/02/2017
300022161|1|0303627702|6563055|578|L&T|N|N|N|N|27/08/2022
1000094602|1|1013605601|5262926|571|GENUS|N|N|N|N|07/01/2016
300020410|1|0302525403|5269348|571|GENUS|N|N|N|N|05/02/2016
1100133729|1|1126402800|1692122|869|UE|N|Y|Y|N|04/08/1992
1100133729|1|1126402800|1692122|869|UE|N|N|Y|N|04/08/1992
1100127222|1|1123206901|6370253|574|L&T|N|N|N|N|19/10/2020
300020558|1|0304209300|4558272|585|SECURE|N|N|N|N|27/06/2012
2600063415|1|2604020802|7122550|599|SECURE|N|N|N|N|04/12/2019
1100129768|1|1135819501|6425630|576|GENUS|N|N|Y|N|07/09/2021
1100131860|1|1123008701|4902721|590|L+G|N|N|N|N|01/08/2013
200148779|1|0236900308|7257251|599|SECURE|N|N|Y|N|24/11/2022
2600064126|1|2606516433|7128475|599|SECURE|N|N|N|N|13/03/2020
2600064126|1|2606516433|7128475|599|SECURE|N|N|Y|N|13/03/2020
900042154|1|0917606902|2865840|401|VLG|N|N|Y|N|09/01/2000
1000098375|1|1018102105|6777221|576|GENUS|N|N|Y|N|08/04/2024
1000093843|1|1016605102|6717474|578|L&T|N|N|N|N|01/04/2024
400089844|1|0417714104|4261528|581|GENUS|N|N|N|N|26/07/2010
6300002706|1|6301507700|3241290|401|VLG|N|N|Y|N|23/11/2003
900035442|1|0914510102|2943393|404|SCHLMBGR|N|N|Y|N|16/06/2001
5800000971|1|5800501800|2729426|802|VLG|N|N|N|N|23/07/1999
1100033826|1|1129513000|5819900|572|SIMCO|N|N|N|N|07/09/2017
1100032751|1|1126413300|2430793|431|ABB(UK)|N|N|N|N|09/05/2006
5500011946|1|5505209000|5355221|568|L+G|N|N|N|N|03/08/2015
5500012827|1|5505710400|6051696|573|L+G|N|N|Y|N|22/11/2017
5500012943|1|5505808700|2783107|401|VLG|N|N|Y|N|05/09/2008
5500014065|1|5506605000|6807535|577|L&T|N|N|N|N|03/05/2024
1100032530|1|1126305000|6330503|576|GENUS|N|N|N|N|29/12/2021
900079276|1|0925805112|4330391|590|L+G|N|N|Y|N|27/09/2010
1600014293|1|1604917800|1447733|839|GEC|N|Y|N|N|13/01/1989
5500010794|1|5504600100|5411379|562|L&T|N|N|Y|N|05/03/2016
6600014888|1|6607014301|2772268|401|VLG|N|N|N|N|28/08/1999
900035658|1|0914611201|3013563|401|VLG|N|N|N|N|31/07/2001
5000109626|1|5047909203|6159067|571|GENUS|N|N|Y|N|13/10/2018
5500011723|1|5505101200|3640597|550|SECURE|N|N|N|N|30/10/2006
5500013124|1|5505912008|3219751|401|VLG|N|N|N|N|23/08/2003
5500013125|1|5505912100|5363567|568|L+G|N|N|N|N|03/09/2015
4600200789|1|4626811101|7194693|599|SECURE|N|N|N|N|30/11/2021
4900047616|1|4906702202|3117524|602|GEC(UK)|N|N|N|N|26/07/2008
4900007508|1|4903513400|2718959|802|VLG|N|N|N|N|04/05/1999
5100109828|1|5114907615|7244361|599|SECURE|N|N|N|N|20/09/2022
1000107905|1|1001809801|3016703|401|VLG|N|N|N|N|08/08/2001
1200049464|1|1224704602|2063195|802|VLG|N|N|N|N|24/04/1996
1200050560|1|1225303804|3047246|401|VLG|N|N|Y|N|22/11/2001
4900005533|1|4902600502|3195859|401|VLG|N|N|N|N|03/05/2003
6300027234|1|6314105702|2647464|802|VLG|N|N|Y|N|17/12/1998
6300027431|1|6314207100|2211419|802|VLG|N|N|N|N|20/08/1996
1300080800|1|1347223200|4322656|590|L+G|N|N|Y|N|28/08/2010
3100037192|1|3103200403|5119795|571|GENUS|N|N|N|N|04/03/2015
3100037279|1|3103200409|5197011|569|SECURE|N|N|N|N|23/04/2015
4800125290|1|4844307100|5948523|571|GENUS|N|N|N|N|17/04/2017
1300025745|1|1315606301|6091105|574|L&T|N|N|Y|N|13/02/2018
3100038989|1|3104014501|3295816|421|L+G|N|N|N|N|27/03/2004
6300048927|1|6328401200|5673644|571|GENUS|N|N|N|N|05/09/2016
3100039928|1|3102405800|2231317|802|VLG|N|N|N|N|15/10/1996
3100036844|1|3101616000|5402569|568|L+G|N|N|Y|N|12/03/2016
5100112668|1|5107410001|5552929|568|L+G|N|N|N|N|26/05/2016
5700062627|1|5704308577|5422858|569|SECURE|N|N|N|N|12/05/2016
6800001182|1|6809313801|7091623|599|SECURE|N|N|N|N|06/03/2018
1700023354|1|1700427400|3698008|421|L+G|N|N|N|N|22/04/2006
6100049477|1|6813608900|7010869|599|SECURE|N|N|N|N|31/03/2017
200141041|1|0227307936|7115815|599|SECURE|N|N|Y|N|29/10/2019
4300001634|1|4302705700|6383611|551|SECURE|N|Y|Y|N|30/09/2019
4300001634|2|4302705700|2707915|802|VLG|N|Y|N|N|13/02/1999
2400015765|1|2401612500|5333984|569|SECURE|N|N|Y|N|25/01/2016
2400015831|1|2400509301|4568523|550|SECURE|N|N|Y|N|02/05/2012
3400041774|1|3402707100|3747483|421|L+G|N|N|Y|N|02/01/2007
1700027730|1|1702930800|2791594|402|ABB(UK)|N|N|N|N|08/04/2000
5500033808|1|5501811405|3243820|401|VLG|N|N|Y|N|16/12/2003
3800000848|1|3800324700|1968077|802|VLG|N|N|Y|N|25/10/1997
2400014670|1|2403017919|7242582|599|SECURE|N|N|Y|N|10/09/2022
6300034190|1|6318804401|2210970|802|VLG|N|N|N|N|04/09/1996
2800023812|1|2803605704|4595337|581|GENUS|N|N|N|N|18/02/2012
1200079827|1|1223200309|5115085|569|SECURE|N|N|N|N|18/03/2015
2700044452|1|2919863748|6717313|578|L&T|N|N|N|N|23/03/2024
5100020694|1|5110306500|6770731|576|GENUS|N|N|N|N|30/03/2024
1500001951|1|1501508703|6714081|578|L&T|N|N|Y|N|08/12/2023
400037567|1|0414714600|5795774|152|SECURE|N|N|N|N|08/12/2022
5900015856|1|5907712700|5652298|571|GENUS|N|N|N|N|30/06/2016
4600025413|1|4616116700|3126415|406|SCHLMBGR|N|N|N|N|15/06/2002
6100021866|1|6113211200|3730669|550|SECURE|N|N|N|N|31/01/2007
400026206|1|0410510100|2323065|602|GEC(UK)|N|N|Y|N|21/12/1999
2300001030|1|2300514600|3886048|582|GENUS|N|Y|N|N|02/07/2012
2300001033|1|2300514702|4961037|550|SECURE|N|N|N|N|11/01/2014
400026257|1|0410530700|6800474|577|L&T|N|N|N|N|19/04/2024
400013074|1|0418001600|6218862|573|L+G|N|N|N|N|15/05/2019
1300200147|1|1344714499|6405795|574|L&T|N|N|N|N|20/04/2021
5100033417|1|5116607300|5558855|569|SECURE|N|N|Y|N|30/06/2016
1100171618|1|1117602129|7200929|599|SECURE|N|N|N|N|30/12/2021
1100181438|1|1110803303|6660102|577|L&T|N|N|N|N|04/09/2023
7600090237|1|7615110909|6475579|574|L&T|N|N|N|N|11/01/2022
1100172239|1|1101413542|3962705|580|GENUS|N|N|N|N|23/07/2008
1300203116|1|1344509602|6450195|576|GENUS|N|N|Y|N|09/11/2021
7600090605|1|7615001414|4440427|581|GENUS|N|N|N|N|13/08/2011
1100172701|1|1119020220|7202213|599|SECURE|N|N|Y|N|04/03/2022
1100173140|1|1100810013|6470825|576|GENUS|N|N|N|N|12/03/2022
7600078007|1|7616203003|6383219|551|SECURE|N|N|Y|N|24/08/2019
7600086282|1|7616504306|7151172|599|SECURE|N|N|N|N|15/03/2021
1300205550|1|1341105703|7212257|599|SECURE|N|N|N|N|24/03/2022
1100177677|1|1121007603|6579418|576|GENUS|N|N|Y|N|13/01/2023
5100019161|3|5109501500|4889417|585|SECURE|N|N|Y|N|23/09/2013
2100013980|1|2100911302|3106558|405|ISKRA|N|N|N|N|07/09/2002
5100019274|1|5109510601|6689521|576|GENUS|N|N|N|N|19/10/2023
2100013716|1|2100515900|2319252|601|GEC(UK)|N|N|Y|N|14/10/1998
2100013753|1|2100637400|4155838|550|SECURE|N|N|N|N|11/02/2010
5100019510|1|5109704300|5745043|569|SECURE|N|N|N|N|27/10/2016
2100013615|1|2102009804|2843270|401|VLG|N|N|N|N|12/10/1999
2100013801|1|2100803400|3059818|402|ABB(UK)|N|N|N|N|10/02/2001
2100008879|1|2100215800|2529013|802|VLG|N|N|Y|N|02/02/1998
4700108824|1|4911102906|5780948|562|L&T|N|N|N|N|02/05/2017
3500003048|1|3501105400|3282932|607|ISKRA|N|N|N|N|04/05/2004
4800000995|1|4800704100|4345122|585|SECURE|N|N|N|N|19/11/2010
4800012280|1|4808008800|3595029|421|L+G|N|N|Y|N|08/08/2009
3500004816|1|3501620001|3101119|405|ISKRA|N|N|N|N|31/07/2002
2700003411|1|2707439300|5730097|571|GENUS|N|N|N|N|05/01/2017
3500003684|1|3501300200|2145303|602|GEC(UK)|N|N|Y|N|26/10/2005
4800000214|1|4810201600|7186877|599|SECURE|N|N|Y|N|27/10/2021
4800015086|1|4809621100|5484142|569|SECURE|N|N|Y|N|16/03/2016
2700002254|1|2703602000|6697345|576|GENUS|N|N|N|N|16/11/2023
4600078695|1|4658005000|2704943|800|SCHLMBGR|N|N|N|N|17/12/1999
400035931|1|0414123400|5340659|569|SECURE|N|N|N|N|16/02/2016
4800039324|1|4844700900|6784827|576|GENUS|N|N|N|N|14/05/2024
5700009173|1|5705206100|5707567|569|SECURE|N|N|N|N|14/09/2016
5700009252|1|5705302601|3069096|402|ABB(UK)|N|N|N|N|03/10/2001
5700009286|1|5705305201|7149867|599|SECURE|N|N|N|N|04/03/2021
300002064|1|0302334300|4250543|581|GENUS|N|N|N|N|07/05/2010
5700009309|1|5705307200|3629629|423|ALSTOM|N|N|N|N|10/06/2006
1100064691|1|1154501400|4241595|585|SECURE|N|N|N|N|11/06/2010
6100054450|1|6903001800|2790294|401|VLG|N|N|N|N|09/09/1999
300001668|1|0302228800|4126665|550|SECURE|N|N|Y|N|08/06/2009
1100065182|1|1154704700|2619642|802|VLG|N|N|N|N|07/09/1998
5500010970|1|5504616000|5332433|569|SECURE|N|N|N|N|27/01/2016
5500012059|1|5505303800|5355548|568|L+G|N|N|N|N|05/08/2015
5500012078|3|5505305400|4128733|550|SECURE|N|N|Y|N|19/06/2009
3100009679|1|3103202500|5258469|571|GENUS|N|N|N|N|10/12/2015
5500008820|1|5503410800|5332486|569|SECURE|N|N|Y|N|29/01/2016
5500010069|1|5504202300|5390249|568|L+G|N|N|N|N|03/03/2016
5500010093|1|5504204500|5007763|551|SECURE|N|N|N|N|03/04/2014
5500010122|1|5504206707|3087715|405|ISKRA|N|N|N|N|18/12/2001
5500010159|1|5504208702|3168727|401|VLG|N|N|Y|N|28/10/2002
5500010163|1|5504208706|3273178|413|ALSTOM|N|N|Y|N|15/11/2003
4900050678|1|4916402002|6641898|578|L&T|N|N|Y|N|20/10/2023
5500010195|1|5504211700|2760594|401|VLG|N|N|Y|N|14/08/1999
1000011762|1|1005419200|5656658|571|GENUS|N|N|Y|N|14/07/2016
1000011764|1|1005419202|2998744|401|VLG|N|N|N|N|25/05/2001
5500013529|1|5506209900|5483591|569|SECURE|N|N|N|N|24/03/2016
900078873|1|0919807105|3969980|582|GENUS|N|N|Y|N|14/01/2013
800020332|1|0810110206|3035788|401|VLG|N|N|N|N|09/10/2001
1100054527|1|1143904500|3017078|401|VLG|N|N|N|N|11/12/2001
1100054360|1|1143701600|3249153|401|VLG|N|N|N|N|06/02/2004
1900013926|1|1905707300|2130650|602|GEC(UK)|N|N|Y|N|10/10/1996
7600020603|1|7613811200|2926793|800|SCHLMBGR|N|N|N|N|14/12/2000
7600020113|1|7613616600|5913831|568|L+G|N|N|N|N|02/02/2017
7600020771|1|7614104000|3325479|407|SCHLMBGR|N|Y|Y|N|07/01/2004
2700016911|1|2703524700|3174513|401|VLG|N|N|N|N|29/10/2002
2700017139|1|2704319500|3282024|606|ISKRA|N|N|Y|N|15/01/2004
4800033593|1|4819605600|5918578|568|L+G|N|N|Y|N|04/02/2017
1100000283|1|1100300800|7282099|599|SECURE|N|N|N|N|17/04/2023
4900058135|1|4912211518|4776531|581|GENUS|N|N|Y|N|16/05/2013
3100023367|1|3107905900|4297007|585|SECURE|N|N|Y|N|15/09/2010
5800004254|1|5801903300|3577668|423|ALSTOM|N|N|N|N|04/05/2005
2900106542|1|2914201358|6611020|577|L&T|N|N|Y|N|18/03/2023
2600057425|1|2605518601|6046917|571|GENUS|N|N|Y|N|14/10/2017
2600060622|1|2604101901|6135037|571|GENUS|N|N|Y|N|02/08/2018
3100023490|1|3107917000|3711645|421|L+G|N|N|N|N|03/07/2006
3100023598|1|3108003001|2785104|401|VLG|N|N|N|N|26/08/1999
2600057540|1|2605518607|6031369|568|L+G|N|N|N|N|24/11/2017
2600057568|1|2601911900|2952262|403|ISKRA|N|N|N|N|18/05/2001
1200067197|1|1227909106|6146504|562|L&T|N|N|N|N|10/05/2018
1200039696|1|1219503101|5934285|571|GENUS|N|N|N|N|25/03/2017
2900105963|1|2913208502|6592361|577|L&T|N|N|N|N|07/02/2023
5800005531|1|5802702300|3072881|402|ABB(UK)|N|N|N|N|25/01/2001
6400073174|1|6410002506|6797693|577|L&T|N|N|N|N|18/03/2024
5900064445|1|5908800503|6471360|576|GENUS|N|N|N|N|15/03/2024
2600056989|1|2601720701|6494293|574|L&T|N|N|N|N|16/04/2022
2600060497|1|2602113301|5750016|569|SECURE|N|N|N|N|06/08/2018
