CONS_ID|CSQ|CNO|MNO|MCD|MFG|XCHG|ADV|DE|LCC|FDT|JOB_ID
1100019494|1|1114406100|7231820|599|SECURE|N|N|Y|N|29/03/2022|20241101218
4800103300|1|4835303504|4565051|550|SECURE|N|N|Y|N|17/12/2011|20241101499
4600213549|1|4622421631|6641886|578|L&T|N|N|Y|N|07/10/2023|20241101558
4200047208|1|4200221463|6497443|576|GENUS|N|N|N|N|29/04/2022|20241101569
4800104389|1|4845610702|6437058|551|SECURE|N|N|Y|N|16/08/2021|20241101638
4800133806|1|4838008102|5584030|551|SECURE|Y|N|Y|N|20/10/2016|20241101641
4600130703|1|4614102201|4562877|550|SECURE|N|N|Y|N|08/11/2011|20241101772
2600036662|1|2605118902|6385003|551|SECURE|N|N|N|N|15/01/2020|20241102041
1300164883|1|1350752800|4574021|565|GENUS|Y|N|Y|N|17/08/2017|20241102057
2700026042|1|2704906916|6880575|577|L&T|N|N|N|N|10/09/2024|20241102163
1200010257|1|1205703700|6787407|576|GENUS|N|N|N|N|22/05/2024|20241102191
1200086047|1|1208005605|4131615|565|GENUS|N|N|N|N|08/08/2009|20241102192
1200092104|1|1207808104|4374393|585|SECURE|Y|N|N|N|21/02/2011|20241102193
1200135144|1|1200302703|6390372|562|L&T|N|N|N|N|13/10/2020|20241102198
4600107237|1|4641219500|5004942|550|SECURE|Y|N|N|N|30/06/2014|20241102206
1100186319|1|1117902648|6483542|562|L&T|N|N|N|N|24/08/2021|20241102289
7600055774|1|7617705603|4956040|565|GENUS|N|N|N|N|11/12/2013|20241102300
5500010853|1|5504605800|5411372|562|L&T|N|N|N|N|04/03/2016|20241102331
1200014332|1|1208202200|5486737|569|SECURE|N|N|Y|N|26/03/2016|20241102347
1200017378|1|1209809500|5192724|569|SECURE|N|N|N|N|24/03/2015|20241102348
1200028649|1|1215210200|5095344|569|SECURE|Y|N|N|N|22/12/2014|20241102349
1200077103|1|1214300207|3776666|550|SECURE|Y|N|N|N|28/05/2007|20241102350
1200110617|1|1211107302|5193624|569|SECURE|N|N|N|N|27/03/2015|20241102351
1200123330|1|1212610706|6089380|574|L&T|N|N|N|N|05/01/2018|20241102352
1200134578|1|1212007208|6296966|576|GENUS|Y|N|N|N|09/06/2020|20241102353
6200056232|1|6214911571|4314982|550|SECURE|N|N|Y|N|26/11/2010|20241102356
4600167226|1|4660202223|5581931|551|SECURE|Y|N|N|N|15/07/2016|20241102362
4200046676|1|4200417607|6690292|576|GENUS|N|N|N|N|25/10/2023|20241102496
1100171227|1|1126421702|6438943|551|SECURE|N|N|Y|N|26/11/2021|20241102521
4200035326|1|4206602000|5234073|551|SECURE|N|N|Y|N|07/01/2016|20241102543
1200050343|1|1225203403|2515431|802|VLG|N|N|N|N|16/04/1998|20241102568
1200077210|1|1223805402|6086470|574|L&T|N|N|Y|N|29/11/2017|20241102569
1200079356|1|1217110116|4235490|585|SECURE|N|N|N|N|17/05/2010|20241102570
1200080479|1|1219010804|5115083|569|SECURE|N|N|Y|N|18/03/2015|20241102571
1200086883|1|1223804006|6771351|576|GENUS|N|N|N|N|21/03/2024|20241102572
1200155160|1|1224509935|6631142|576|GENUS|N|N|N|N|06/05/2023|20241102573
3300033649|2|3301602500|4740897|585|SECURE|N|N|Y|N|27/02/2013|20241102586
3300040066|1|3305521208|4893150|585|SECURE|Y|N|N|N|30/09/2013|20241102590
6600020455|1|6610509401|3778132|565|GENUS|N|N|N|N|21/07/2007|20241102614
200033892|1|0215406300|2594881|802|VLG|N|N|N|N|25/08/1998|20241102628
200034287|1|0215708200|2332338|602|GEC(UK)|N|Y|N|N|27/11/1997|20241102629
8600001578|1|8630249900|6312583|114|GENUS|N|N|N|N|28/11/2019|20241102680
7600059777|1|7612459901|4961150|550|SECURE|N|N|Y|N|02/01/2014|20241102701
200041038|1|0220011200|5513383|571|GENUS|N|N|N|N|02/04/2016|20241102702
1100180582|1|1129903002|6642676|578|L&T|N|N|Y|N|01/11/2023|20241102716
1100160383|1|1135028402|6266158|574|L&T|N|N|Y|N|18/06/2019|20241102724
1100105860|1|1166418300|4130721|565|GENUS|Y|N|N|N|20/01/2009|20241102735
1100065304|1|1155010300|3824945|550|SECURE|Y|N|Y|N|11/10/2007|20241102736
500059558|1|0532314800|4436200|550|SECURE|N|N|Y|N|24/05/2011|20241102787
2500001233|1|2500602312|3316550|407|SCHLMBGR|N|N|Y|N|20/08/2003|20241102789
800058316|1|0807122200|4227073|595|GENUS|Y|N|N|N|02/02/2010|20241102802
1200095114|1|1226701211|4535315|585|SECURE|N|N|N|N|28/09/2011|20241102806
1200165352|1|1226607106|6771187|576|GENUS|N|N|Y|N|18/03/2024|20241102807
1200166695|1|1230305307|6823850|577|L&T|Y|N|N|N|17/05/2024|20241102808
5400006774|1|5404215300|2176406|802|VLG|N|Y|N|N|17/06/1996|20241102837
800028458|1|0814310200|4706513|550|SECURE|Y|N|Y|N|21/09/2012|20241102844
5100089176|1|5109705929|6147914|562|L&T|N|N|N|N|09/06/2018|20241102865
1100103889|1|1117803801|6180233|574|L&T|N|N|N|N|27/10/2018|20241102871
1100107977|1|1101711404|4703624|550|SECURE|N|N|Y|N|17/07/2012|20241102872
1100186273|1|1113101303|4977455|598|SECURE|Y|N|N|N|18/03/2014|20241102873
5500021456|1|5512011700|6275728|564|GENUS|Y|N|N|N|02/06/2020|20241102886
1100139535|1|1152402005|5133624|571|GENUS|Y|N|N|N|07/11/2014|20241102888
2500015765|1|2506314000|5489171|569|SECURE|N|N|N|N|17/03/2016|20241102972
2500026527|1|2510824800|2802342|402|ABB(UK)|N|N|N|N|01/07/2000|20241102976
2500051360|1|2510703618|6265538|574|L&T|N|N|Y|N|04/06/2019|20241102978
2500054600|1|2506803405|7224763|599|SECURE|N|N|N|N|11/06/2022|20241102980
4300029884|1|4301713002|6428682|551|SECURE|N|N|Y|N|15/07/2021|20241102998
5500040220|1|5500505914|5782331|150|GENUS|Y|N|N|N|18/03/2019|20241103015
5000008459|1|5005301600|4221360|565|GENUS|N|N|N|N|29/12/2009|20241103023
3400032977|1|3400923200|6543097|573|L+G|Y|N|N|N|28/07/2022|20241103033
800025887|1|0813009500|4698190|598|SECURE|Y|N|N|N|29/06/2012|20241103042
800040172|1|0820815600|4699296|598|SECURE|Y|N|N|N|15/09/2012|20241103043
800066703|1|0810109802|4373635|585|SECURE|Y|N|N|N|12/02/2011|20241103044
800095098|1|0819208909|6416131|574|L&T|Y|N|N|N|11/06/2021|20241103045
800099784|1|0814013100|6737287|576|GENUS|N|N|N|N|28/12/2023|20241103046
4700066377|1|4706707100|4124959|550|SECURE|N|N|N|N|04/04/2009|20241103057
1100116662|1|1123516601|4367326|585|SECURE|Y|N|N|N|20/01/2011|20241103078
6700029680|1|6704303702|5584258|551|SECURE|N|N|Y|N|28/04/2022|20241103085
900026373|1|0910503602|4226180|565|GENUS|Y|N|N|N|15/06/2010|20241103090
200136563|1|0222438905|6464406|576|GENUS|N|N|Y|N|13/01/2022|20241103098
1100121955|1|1115608801|4547834|585|SECURE|Y|N|N|N|05/01/2012|20241103169
4700124264|1|4716826701|6440558|551|SECURE|N|N|Y|N|25/01/2022|20241103173
900143459|1|0920104202|6841543|576|GENUS|N|N|N|N|20/07/2024|20241103186
300001455|1|0304320100|2447028|884|ABB(UK)|N|N|N|N|04/06/1999|20241103205
300001456|1|0304320200|2446891|884|ABB(UK)|N|N|N|N|04/06/1999|20241103206
300001457|1|0304320300|2419828|804|ABB(UK)|N|N|N|N|01/09/1999|20241103207
300001458|1|0304320400|2417192|804|ABB(UK)|N|N|N|N|01/09/1999|20241103208
300009852|1|0302826900|3486353|423|ALSTOM|Y|N|N|N|28/11/2006|20241103209
300016146|1|0301532000|3729153|550|SECURE|Y|N|N|N|21/09/2006|20241103210
300018411|1|0301825300|4542288|585|SECURE|N|N|N|N|25/11/2011|20241103211
300021348|1|0300422200|2940086|404|SCHLMBGR|N|N|N|N|30/05/2001|20241103212
1100056409|1|1146409100|6874195|577|L&T|N|N|N|N|30/08/2024|20241103217
700015141|1|0706313500|5095311|569|SECURE|Y|N|N|N|16/12/2014|20241103218
700077308|1|0701010200|5295441|569|SECURE|Y|N|N|N|13/12/2019|20241103220
900104390|1|0900333201|4878070|581|GENUS|N|N|Y|N|10/01/2014|20241103232
5500031980|1|5505305906|3929951|550|SECURE|Y|N|Y|N|31/12/2007|20241103262
3200038749|1|3202318843|3931019|550|SECURE|N|N|Y|N|04/06/2011|20241103272
1100154510|1|1117901389|6017317|562|L&T|N|N|N|N|10/08/2017|20241103282
3400008677|1|3403018000|1961792|802|VLG|N|N|Y|N|02/05/1995|20241103286
3400010088|1|3403424500|3720144|421|L+G|Y|N|Y|N|01/08/2006|20241103287
3400019696|1|3406517903|7245762|599|SECURE|N|N|Y|N|26/09/2022|20241103288
3400029135|1|3403124700|5757666|569|SECURE|N|N|Y|N|03/12/2016|20241103289
3400033792|1|3406625801|4709645|550|SECURE|N|N|Y|N|14/01/2013|20241103290
900046943|1|0919704500|5546542|568|L+G|N|N|N|N|07/05/2016|20241103297
4700071156|1|4721817900|2138426|602|GEC(UK)|N|N|N|N|16/12/2006|20241103305
1100172163|1|1118002345|6466107|576|GENUS|N|N|N|N|03/02/2022|20241103323
1200011345|1|1206307501|2779086|401|VLG|N|N|N|N|05/09/1999|20241103330
1200168602|1|1210704507|4423321|590|L+G|N|Y|N|N|11/05/2011|20241103333
3700023339|1|3701144100|4384893|550|SECURE|N|N|Y|N|26/02/2015|20241103341
3900015021|1|3905120700|6808093|578|L&T|N|N|Y|N|26/04/2024|20241103351
600000511|1|0601615700|2019732|803|VLG|N|N|Y|N|12/06/1997|20241103366
600002559|2|0603908300|7165978|599|SECURE|N|N|Y|N|07/07/2021|20241103367
2200003872|1|2200806042|3730145|550|SECURE|N|N|N|N|27/10/2006|20241103368
700036747|1|0717914600|2446312|884|ABB(UK)|N|N|N|N|14/06/1999|20241103384
700062452|1|0718121800|6342934|576|GENUS|N|N|N|N|02/03/2021|20241103385
6500016618|1|6501003005|4127026|550|SECURE|N|N|Y|N|05/06/2009|20241103387
6500022324|1|6500606120|5584417|551|SECURE|N|N|N|N|24/03/2017|20241103390
7600095418|1|7612702007|6884997|578|L&T|N|N|N|N|28/08/2024|20241103393
1300132221|1|1310806613|3834110|582|GENUS|N|N|N|N|11/11/2010|20241103419
1200067964|1|1207214400|3425556|421|L+G|N|N|N|N|25/08/2004|20241103425
9500001435|1|9515052301|3431847|421|L+G|N|N|N|N|21/09/2004|20241103453
9500000213|1|9515053500|4294128|585|SECURE|N|N|N|N|27/08/2010|20241103454
100001633|1|0116100700|2350418|603|GEC(UK)|N|N|N|N|20/04/1998|20241103455
1100160464|1|1161902606|6203483|574|L&T|N|N|N|N|09/01/2019|20241103490
200020765|1|0208413700|6864918|577|L&T|Y|N|N|N|02/08/2024|20241103521
9500000393|1|9515057523|6608695|578|L&T|Y|N|Y|N|07/06/2023|20241103526
200186135|1|0218814111|6061921|573|L+G|Y|N|N|N|24/05/2018|20241103538
900083630|1|0910400304|2598583|802|VLG|N|N|N|N|19/05/2003|20241200050
6400046961|1|6401603701|4384896|550|SECURE|N|N|Y|N|21/03/2011|20241200055
4500048891|1|4505202506|6716785|578|L&T|N|N|N|N|23/02/2024|20241200066
200220550|1|0214730393|6545355|573|L+G|N|N|N|N|05/08/2022|20241200079
5700072261|1|5701203102|6721495|150|GENUS|N|N|N|N|09/07/2024|20241200082
1100074939|1|1165801200|2120673|601|GEC(UK)|N|N|Y|N|08/05/1997|20241200090
1200112053|1|1218403910|7245791|599|SECURE|N|N|Y|N|26/09/2022|20241200095
3900026133|1|3909104900|4913980|590|L+G|Y|N|N|N|29/10/2013|20241200102
1100115408|1|1118307702|4355463|590|L+G|Y|N|Y|N|24/11/2010|20241200110
1200114506|1|1218601821|5375534|568|L+G|Y|N|N|N|05/12/2015|20241200114
200041278|1|0220210500|6843291|576|GENUS|N|N|Y|N|07/09/2024|20241200121
200095551|1|0235900104|3964305|582|GENUS|Y|N|N|N|16/03/2013|20241200124
1200070783|2|1229001400|3821824|550|SECURE|N|Y|N|N|20/07/2007|20241200125
5500047169|1|5500216528|5781395|150|GENUS|Y|N|N|N|28/02/2019|20241200131
1200079659|1|1211311703|7306690|599|SECURE|N|N|Y|N|22/08/2023|20241200134
4400038301|1|4400122400|4025435|550|SECURE|N|N|N|N|11/06/2008|20241200162
1300147179|1|1336502114|4706001|550|SECURE|N|N|N|N|01/09/2012|20241200184
4500027635|1|4508802600|3581840|550|SECURE|Y|N|N|N|30/11/2005|20241200202
900035070|1|0914401900|7267609|599|SECURE|N|N|N|N|07/02/2023|20241200217
900123845|1|0914400703|7189798|599|SECURE|N|N|Y|N|17/11/2021|20241200218
900125048|1|0912401607|6216103|573|L+G|N|N|N|N|04/05/2019|20241200219
900135496|1|0915305305|6541786|573|L+G|N|N|N|N|25/07/2022|20241200220
4400046655|1|4402403801|4829321|566|GENUS|N|Y|N|N|23/04/2014|20241200223
9600000200|10|9618063800|3401658|413|ALSTOM|N|N|N|N|02/11/2006|20241200227
9600000200|9|9618063800|2621546|802|VLG|N|N|N|N|03/11/2006|20241200229
4200046201|1|4201201727|6612908|577|L&T|N|N|N|N|01/04/2023|20241200236
1200160148|1|1203206450|6678919|576|GENUS|N|N|N|N|20/09/2023|20241200240
200073741|1|0228513701|3385439|407|SCHLMBGR|N|N|N|N|03/01/2005|20241200248
200244033|1|0226018803|6757858|576|GENUS|N|N|Y|N|09/02/2024|20241200251
1300202440|1|1300303893|6447390|576|GENUS|N|N|Y|N|19/10/2021|20241200268
1200077329|1|1207310305|3360665|425|ISKRA|N|N|Y|N|11/06/2007|20241200307
1200076233|1|1229200914|3752665|580|GENUS|Y|N|N|N|29/01/2007|20241200308
1200130091|1|1203408901|6209889|573|L+G|N|Y|N|N|07/02/2019|20241200309
900058431|1|0925702100|3730788|550|SECURE|N|N|N|N|05/01/2012|20241200311
900067623|1|0919510100|2859647|401|VLG|N|N|N|N|16/11/1999|20241200312
900091495|1|0923506902|4373988|585|SECURE|N|N|Y|N|21/02/2011|20241200313
900108551|1|0920604401|7212832|599|SECURE|N|N|N|N|02/04/2022|20241200314
900125841|1|0924301810|6245145|576|GENUS|Y|N|N|N|22/07/2019|20241200315
900127330|1|0925907054|6250939|576|GENUS|Y|N|N|N|28/01/2020|20241200316
900144211|1|0924103305|4528121|585|SECURE|N|N|N|N|19/08/2011|20241200317
200002641|1|0201106000|5348819|569|SECURE|N|N|N|N|01/03/2016|20241200319
200020299|1|0208210800|2980221|401|VLG|N|N|N|N|23/07/2003|20241200321
200075287|1|0201106602|6545410|573|L+G|N|N|N|N|11/08/2022|20241200322
200093006|1|0209725200|6320458|573|L+G|Y|N|N|N|28/10/2020|20241200323
200123410|1|0203602502|4953339|550|SECURE|N|N|Y|N|13/08/2013|20241200324
200144483|1|0201600301|5780609|562|L&T|N|N|N|N|21/03/2017|20241200325
200149858|1|0201119700|2419704|431|ABB(UK)|Y|N|N|N|16/01/2007|20241200326
200225553|1|0207205707|6609224|577|L&T|Y|N|N|N|02/03/2023|20241200327
1300000605|1|1300605300|5481120|569|SECURE|N|N|N|Y|08/02/2016|20241200329
1200144144|1|1230209507|6466232|576|GENUS|N|N|N|N|08/02/2022|20241200332
700023263|1|0710412900|2810917|402|ABB(UK)|N|N|N|N|24/09/2003|20241200339
2900044935|1|2902704000|3583253|550|SECURE|N|N|Y|N|02/02/2006|20241200351
2900114960|1|2901101611|6984140|578|L&T|N|N|N|N|22/10/2024|20241200362
1300138152|1|1324105504|6873371|577|L&T|Y|N|N|N|17/08/2024|20241200372
200106739|1|0216704904|4523019|585|SECURE|N|N|N|N|21/07/2011|20241200384
200129372|1|0217616101|5100113|569|SECURE|N|N|N|N|01/01/2015|20241200385
200208265|1|0217612000|5700614|569|SECURE|N|N|N|N|31/08/2016|20241200386
200218870|1|0217501921|7224078|599|SECURE|N|N|N|N|04/06/2022|20241200387
200230547|1|0218511227|6658604|577|L&T|N|N|N|N|04/09/2023|20241200388
1200070393|1|1216402701|3544928|421|L+G|N|N|N|N|05/07/2005|20241200419
1100171101|1|1100110601|6485332|562|L&T|N|N|N|N|03/12/2021|20241200424
1200135771|1|1222110813|6375917|574|L&T|N|N|N|N|24/12/2020|20241200430
1500025101|1|1500915503|4566111|550|SECURE|N|Y|N|N|12/02/2012|20241200440
1400043315|1|1406215611|5096810|569|SECURE|Y|N|N|N|16/12/2014|20241200459
1400065069|1|1406002962|6562072|577|L&T|N|N|Y|N|19/11/2022|20241200468
1400067745|1|1405409803|6645508|577|L&T|N|N|Y|N|20/07/2023|20241200469
5800025098|1|5800218506|4722589|585|SECURE|Y|N|N|N|23/11/2012|20241200488
5800026945|1|5808909707|5004734|550|SECURE|N|N|Y|N|10/07/2014|20241200489
4400023400|1|4411015200|4706324|550|SECURE|N|N|N|N|29/08/2012|20241200490
9500000903|2|9515350707|4561266|550|SECURE|N|N|N|N|11/08/2011|20241200526
9500000903|1|9515350707|3071289|402|ABB(UK)|N|N|N|N|13/02/2001|20241200527
900085964|1|0918903728|4221753|565|GENUS|N|Y|Y|N|14/01/2010|20241200532
1000005260|2|1002108100|3778033|565|GENUS|N|N|Y|N|08/08/2007|20241200549
400029129|1|0411714400|4106730|587|SECURE|N|N|N|N|11/03/2011|20241200556
4800098316|1|4808922300|4308124|550|SECURE|N|N|N|N|29/09/2010|20241200557
200054622|1|0229113300|2554025|802|VLG|N|N|N|N|08/05/1998|20241200563
200054623|1|0229113400|2606505|802|VLG|N|N|N|N|02/09/1998|20241200564
200128674|1|0228508615|4978793|598|SECURE|N|N|N|N|21/03/2014|20241200565
200134871|1|0224612316|5090634|569|SECURE|N|N|Y|N|18/11/2014|20241200566
200140092|1|0224008302|6166799|551|SECURE|N|N|N|N|10/09/2018|20241200567
200144572|1|0223601100|3348550|413|ALSTOM|N|N|N|N|10/07/2003|20241200568
200151600|1|0228804411|5567433|569|SECURE|N|N|N|N|05/08/2016|20241200569
200162123|1|0224704812|6881696|577|L&T|N|N|N|N|07/09/2024|20241200570
200180898|1|0224612527|6054505|573|L+G|N|N|N|N|14/12/2017|20241200571
200202742|1|0224612469|7281118|599|SECURE|N|N|Y|N|12/04/2023|20241200572
200210564|1|0224607000|3016023|401|VLG|N|N|N|N|22/10/2001|20241200573
200214142|1|0225708917|4243976|585|SECURE|N|N|N|N|29/06/2010|20241200574
200221600|1|0229009825|7241816|599|SECURE|N|N|Y|N|10/09/2022|20241200575
200226649|1|0224705529|7275218|599|SECURE|N|N|Y|N|11/04/2023|20241200576
1600001142|1|1600513900|5568847|569|SECURE|N|N|Y|N|28/07/2016|20241200582
1400015904|1|1407001304|6715913|578|L&T|N|N|Y|N|20/02/2024|20241200588
2900059283|1|2910812100|4378432|585|SECURE|N|N|N|N|01/03/2011|20241200641
2900082327|1|2908806554|6630161|576|GENUS|N|N|N|N|08/05/2023|20241200642
200238312|1|0200701731|6839236|576|GENUS|N|N|N|N|19/07/2024|20241200648
9500001559|1|9515055128|4122493|550|SECURE|N|N|N|N|13/10/2008|20241200661
9500001093|1|9515354010|6440480|551|SECURE|N|N|N|N|26/06/2023|20241200662
1200151029|1|1202708929|6571458|576|GENUS|Y|N|N|N|30/11/2022|20241200664
9500001249|1|9515451505|2353119|603|GEC(UK)|N|N|N|N|05/05/1999|20241200666
4800128631|1|4807306300|2157686|603|GEC(UK)|N|N|N|N|30/04/1997|20241200667
9500000994|1|9515351326|4129426|550|SECURE|N|N|N|N|13/07/2009|20241200668
1300164902|1|1300200803|5142717|571|GENUS|Y|N|N|N|15/12/2014|20241200669
9500001499|1|9515057572|3640019|550|SECURE|N|N|Y|N|04/07/2006|20241200670
2700006557||2707004300|3002116|401|VLG|N|N|N|N||20241200672
200169349|1|0230506008|7261061|599|SECURE|N|N|N|N|08/12/2022|20241200687
200175256|1|0231308538|7306747|599|SECURE|N|N|N|N|19/08/2023|20241200688
200175391|1|0232910805|6793866|577|L&T|N|N|N|N|09/03/2024|20241200689
200175428|1|0233701617|6627529|576|GENUS|N|N|N|N|10/05/2023|20241200690
200194703|1|0234208904|6235473|576|GENUS|Y|N|N|N|08/06/2019|20241200691
200220869|1|0234101160|6562733|578|L&T|N|N|N|N|12/08/2022|20241200692
200233846|1|0235200486|6749252|576|GENUS|N|N|Y|N|18/01/2024|20241200693
200234864|1|0239007802|6762618|576|GENUS|N|N|N|N|13/02/2024|20241200694
200235636|1|0235200488|6879504|577|L&T|N|N|Y|N|05/09/2024|20241200695
200240828|1|0235200494|6852816|576|GENUS|N|N|Y|N|07/10/2024|20241200696
2900099861|1|0239108301|6474775|574|L&T|N|N|Y|N|17/12/2021|20241200697
1000033357|1|1017704401|2736989|401|VLG|Y|N|N|N|14/05/1999|20241200698
1000083142|1|1019223670|4665283|585|SECURE|N|N|N|N|26/07/2012|20241200700
200242574|1|0238111604|6241704|576|GENUS|N|N|N|N|22/07/2019|20241200701
2900023065|1|2912937300|2482438|802|VLG|N|N|N|N|08/03/2001|20241200703
2900054807|1|2914205802|4115680|585|SECURE|N|N|Y|N|18/12/2009|20241200704
2900056592|1|2912500100|4278948|585|SECURE|Y|N|N|N|24/07/2010|20241200705
2900058097|1|2913507003|4362736|585|SECURE|N|N|N|N|15/12/2010|20241200706
2900070200|1|2912903208|4981249|598|SECURE|Y|N|N|N|08/04/2014|20241200707
2900075547|1|2914501453|5232074|551|SECURE|Y|N|Y|N|09/09/2015|20241200708
2900092534|2|2913601100|6883613|578|L&T|N|N|N|N|05/08/2024|20241200709
2900114731|1|2913424204|6851021|576|GENUS|Y|N|N|N|26/09/2024|20241200710
200055747|1|0229808200|5103244|569|SECURE|Y|N|N|N|19/01/2015|20241200711
200055805|1|0229812400|6073150|573|L+G|N|N|N|N|16/07/2018|20241200712
200056386|1|0230200600|5499211|569|SECURE|Y|N|Y|N|08/04/2016|20241200713
200073279|1|0230400801|3440225|421|L+G|N|N|N|N|06/12/2004|20241200714
200120375|1|0237415200|4741838|585|SECURE|N|N|N|N|08/03/2013|20241200715
200121697|1|0238223000|4751640|585|SECURE|Y|N|N|N|21/05/2013|20241200716
200125323|1|0234603677|4895841|585|SECURE|Y|N|N|N|30/10/2013|20241200717
200127426|1|0238222100|7290043|599|SECURE|Y|N|N|N|20/06/2023|20241200718
200128865|1|0238210107|6873663|577|L&T|N|N|Y|N|20/08/2024|20241200719
200129575|1|0233701921|4980924|598|SECURE|Y|N|N|N|08/04/2014|20241200720
200134313|1|0234205201|7165747|599|SECURE|N|N|Y|N|01/07/2021|20241200721
400096615|1|0403732801|6538367|576|GENUS|N|N|N|N|25/06/2022|20241200730
3400041707|1|3400114603|6778963|576|GENUS|N|N|N|N|04/05/2024|20241200731
2100001122|1|2100113000|2795811|402|ABB(UK)|Y|N|N|N|03/04/2000|20241200751
9500001677|1|9515056201|4369413|585|SECURE|N|N|N|N|07/02/2011|20241200754
3900044809|1|3900744400|4298904|585|SECURE|N|Y|N|N|24/09/2010|20241200761
1100007842|1|1105503800|5359804|568|L+G|Y|N|N|N|28/08/2015|20241200768
5900045468|1|5902819410|4718787|565|GENUS|Y|N|Y|N|24/06/2013|20241200771
400099001|1|0404907501|7277226|600|SECURE|N|N|N|N|04/04/2023|20241200782
4300029448|1|4305818601|6168483|551|SECURE|N|Y|Y|N|29/01/2019|20241200798
1300138446|1|1345702103|4429831|590|L+G|Y|N|N|N|25/05/2011|20241200801
1700015411|1|1705603900|4956264|565|GENUS|Y|N|Y|N|31/10/2013|20241200819
1700033446|1|1704300500|3106673|405|ISKRA|N|N|N|N|03/09/2002|20241200823
2900046946|1|2919743300|7289579|599|SECURE|N|N|Y|N|17/06/2023|20241200824
2900054611|1|2920040900|4154360|550|SECURE|Y|N|N|N|17/11/2009|20241200825
2900056972|1|2918404901|4286961|585|SECURE|N|N|N|N|17/08/2010|20241200826
2900056993|1|2919802800|4282464|585|SECURE|Y|N|Y|N|05/08/2010|20241200827
2900076412|1|2919801458|5320039|569|SECURE|N|N|N|N|20/11/2015|20241200829
2900097211|1|2917507828|7161406|599|SECURE|N|N|Y|N|09/06/2021|20241200830
2900097925|1|2917507829|6442779|573|L+G|N|N|Y|N|31/07/2021|20241200831
1000040742|1|1021805200|6497034|576|GENUS|Y|N|N|N|16/04/2022|20241200832
400021380|1|0408422100|5436480|569|SECURE|N|N|Y|N|15/06/2016|20241200834
400059969|1|0403714900|4132294|595|GENUS|Y|N|N|N|27/04/2009|20241200835
400098735|1|0400812102|6610625|577|L&T|N|N|Y|N|11/03/2023|20241200836
400098736|1|0400812103|7274793|599|SECURE|N|N|Y|N|23/03/2023|20241200837
400098966|1|0400812104|7274958|599|SECURE|N|N|Y|N|30/03/2023|20241200838
400098968|1|0400812106|7283070|599|SECURE|N|N|Y|N|21/04/2023|20241200839
1300028879|1|1317604601|5615257|568|L+G|N|N|N|N|27/08/2016|20241200865
1200048521|1|1224210700|4939242|567|L+G|Y|N|Y|N|16/09/2014|20241200866
4700100441|1|4720316405|6887802|564|GENUS|Y|N|N|N|28/09/2024|20241200878
800055094|1|0807903702|3754432|580|GENUS|Y|N|N|N|17/02/2007|20241200886
4700093174|1|4721502100|5777457|561|L+G|N|N|Y|N|19/04/2017|20241200889
100001421|1|0114556803|2348039|602|GEC(UK)|Y|N|N|N|14/12/2000|20241200893
1200142871|1|1201710628|7198582|599|SECURE|N|N|Y|N|11/12/2021|20241200905
1300190785|1|1343607406|6176424|562|L&T|Y|N|N|N|31/12/2018|20241200907
2100004087|1|2100506500|4436522|550|SECURE|N|N|N|N|25/05/2011|20241200914
1300046069|1|1328506500|2716482|802|VLG|N|N|Y|N|01/03/1999|20241200923
1300165139|1|1325711812|5121532|571|GENUS|Y|N|N|N|09/01/2015|20241200936
1200165493|1|1202709207|6801538|577|L&T|N|N|N|N|19/04/2024|20241200941
400063529|1|0413619303|4299965|585|SECURE|N|N|Y|N|28/09/2010|20241200956
400102849|2|0413852200|2401347|804|ABB(UK)|N|N|N|N|22/03/1999|20241200957
6300072677|1|6310909502|4221251|565|GENUS|Y|N|Y|N|24/03/2010|20241200965
6300108664|1|6316003102|6386242|551|SECURE|Y|N|N|N|24/09/2020|20241200970
2700025272|1|2704614103|6166895|551|SECURE|Y|N|N|N|14/11/2018|20241200983
1300161506|1|1324800303|4840484|566|GENUS|N|Y|N|N|11/07/2014|20241200987
7500087834|1|7508012522|6193057|574|L&T|N|N|Y|N|26/12/2018|20241200989
1300191355|1|1320501801|6227615|576|GENUS|N|N|Y|N|02/03/2019|20241201018
2800015707|2|2802812200|3117537|602|GEC(UK)|Y|N|Y|N|26/09/2001|20241201028
5700077094|1|5701006009|6524615|150|GENUS|N|N|N|N|13/01/2023|20241201049
1300167512|1|1336103477|5128997|571|GENUS|Y|N|N|N|16/03/2015|20241201051
100001219|15|0114550714|7267091|599|SECURE|N|N|Y|N|14/02/2023|20241201052
7500046730|1|7520204101|4208790|585|SECURE|Y|N|N|N|29/03/2010|20241201054
2700010170|1|2701717800|5723974|569|SECURE|Y|N|N|N|21/10/2016|20241201065
100001635|1|0116101000|4122541|550|SECURE|N|N|Y|N|24/11/2008|20241201069
200054605|1|0229111700|2575187|802|VLG|N|N|N|N|13/07/1998|20241201072
200054609|1|0229112000|2684271|802|VLG|N|Y|N|N|09/02/1999|20241201073
4800081718|1|4839201005|3731000|550|SECURE|Y|N|N|N|25/11/2006|20241201084
4800100565|1|4841209800|4435425|550|SECURE|N|N|Y|N|25/04/2011|20241201085
1300224998|1|1303102503|6913317|576|GENUS|N|N|N|N|30/11/2024|20241201089
1300175204|1|1322814003|5344551|569|SECURE|N|N|N|N|04/03/2016|20241201090
